	time	id	sentiment	topic	like	text
259	Mon Nov 29 23:59:50 +0000 2021	1.46547e+18	-	PL	1	I have a relative that caught Covid-19 and she won’t come out of a coma. She is suffering a bleed in her brain. Her lungs have improved but she won’t wake up. Prayers or good vibes requested.
262	Mon Nov 29 23:56:32 +0000 2021	1.46547e+18	-	CY	1	@Mikeropod It’s infuriating. I know a grandmother in the hospital on a ventilator fighting for her life from Covid yet people think it’s not serious.
263	Mon Nov 29 23:55:21 +0000 2021	1.46547e+18	-	CR	0	"If we just have to live with it, why are they forcing restrictions on us?  Just get back to living.  #DoNotComply   https://t.co/zw8O2j24xi"
264	Mon Nov 29 23:58:51 +0000 2021	1.46547e+18	-	CY	1	I did this but with a Covid test. Showed up with no damn appointment https://t.co/wvnqlgATiH
265	Mon Nov 29 23:59:51 +0000 2021	1.46547e+18	-	CY	0	BONOKOSKI: Fears of trucker vaccination cockup in supply-line management https://t.co/WbjPdz7QWq
267	Mon Nov 29 23:56:59 +0000 2021	1.46547e+18	-	CP	0	"Donald Trump stopped travel from several countries into the USA for ""Covid""  The left lost their collective minds. Called it racist and every other ""ist"" known to man, media pushed it like it was their baby on a swing.  Where they at now? #AreYouAwakeYet?"
268	Mon Nov 29 23:55:59 +0000 2021	1.46547e+18	-	CY	50	"""Hospitalized with Covid"" is not what you think.   You go to the hospital for a bad knee.   They do a PCR test.   Even asymptomatic false positive.   Not why you are there at all.   Be careful with the reports you hear."
269	Mon Nov 29 23:59:06 +0000 2021	1.46547e+18	-	CY	3	"It’s kind of sad what a cesspool of misinformation, conspiracy theories and racist trolls twitter has become. Every post from the local news about Covid is flooded with replies from anti vax nutcases. Glad I don’t follow any idiots like that."
271	Mon Nov 29 23:55:25 +0000 2021	1.46547e+18	-	PL	1	"@ValerieValHalla Right, but that's almost entirely covid hangover. Whole seasons had to get torn up and remade on the fly. That'll almost certainly fade out within the next year or two, at least as far as orchestras are concerned."
272	Mon Nov 29 23:59:28 +0000 2021	1.46547e+18	-	CR	1	"‘Access denied’: USC students are frustrated over COVID testing demand, experience delays in campus access after Thanksgiving break https://t.co/Qoubx4yiJ7"
273	Mon Nov 29 23:59:50 +0000 2021	1.46547e+18	-	CY	2	"@MichelleRNCHPN Thank you for the work you did. The 2nd person I know who died of Covid in spring 2020, was my dad’s best friend. I’m still haunted by his wife asking me was FaceTime was so she cld say goodbye to her husband of 60+ years. She still cries thinking he died alone in the hospital."
275	Mon Nov 29 23:59:08 +0000 2021	1.46547e+18	-	CV	1	"Anti-vaxx Chronicles: Long-haul COVID (or worse), blames everyone but herself https://t.co/4dJfoS3hhN"
276	Mon Nov 29 23:59:04 +0000 2021	1.46547e+18	-	CR	0	"@DHSCgovuk U isolate everyone in the household if 1 tests positive, honestly! Who makes ur ridiculous rules and what drugs r u all on? 🤯 Face masks in shops but not pubs, one kids has covid yet siblings can go to school to spread it until they test positive 🙈 how is any of that logical?"
278	Mon Nov 29 23:57:21 +0000 2021	1.46547e+18	-	CY	3	@AhmedBaba_ And @pfizer and @moderna_tx  aren't providing needed vaccines to poor countries so mutations will continue to occur
279	Mon Nov 29 23:55:47 +0000 2021	1.46547e+18	-	CY	5	@HockeyPhone @CanceledFixxser @SassySemite @JustSkate23 @Cville300zxtt @JAGD94 @ZachGorski3 @Jason_9905 @Pride21American @CaptDaveUSCG @dan26022530 @KATHRYNNYR @doxie_jake @pvarrone9 @MisfitNewYorker @schwep_305 @yanksfan109 @flaguy12 @Howie6149 @SantangeloSteve @NYR73 @Agentsmith212 Yea well the Asslanders screwed up with the Soy positive covid test
281	Mon Nov 29 23:56:40 +0000 2021	1.46547e+18	-	CY	2	"@rickman_luke @sIimjim82 @POTUS My mom lived, barely. The ashes were her husband. Cause of death was 9mm, a few days after surviving covid. Oddly, covid survivors have higher rates of suicide. Go figure."
282	Mon Nov 29 23:59:42 +0000 2021	1.46547e+18	-	CR	73	"Just landed in Adelaide. What a complete circus! 🤡  After funnelling the first 30 people on the flight to go through the airport covid check desks, they let all the passengers from the back half of the plane to freely walk out!! 🤣"
284	Mon Nov 29 23:57:41 +0000 2021	1.46547e+18	-	CY	6	@The_Real_Fly Covid is now a subscription
285	Mon Nov 29 23:58:13 +0000 2021	1.46547e+18	-	CR	0	"@BorisJohnson U isolate everyone in the household if 1 tests positive, honestly! Who makes ur ridiculous rules and what drugs r u all on? 🤯 Face masks in shops but not pubs, one kids has covid yet siblings can go to school to spread it until they test positive 🙈 how is any of that logical?"
286	Mon Nov 29 23:59:51 +0000 2021	1.46547e+18	-	CS	0	"My condolences 💐 to the families, loved ones 🥰 , friends and communities of these 41 people who we lost 😞 to COVID-19.  Their absence will be deeply felt. https://t.co/8rBxNYCkwP https://t.co/RxvTwSmAQ0"
287	Mon Nov 29 23:58:03 +0000 2021	1.46547e+18	-	CT	0	@ctvedmonton The new mutated India virus running wild in Alberta and Canada. Daily covid positive numbers 40% of fully vaccinated people and that will move too 80% by Christmas. Jan 15 Alberta will see tip of 5th covid wave same across Canada. Prepare yourselves for another LONG COVID WINTER
290	Mon Nov 29 23:59:10 +0000 2021	1.46547e+18	-	CY	2	"You guys have to understand, to the US economy is more important in the face of COVID-19 #OmicronVariant and do not want  people to panic."
293	Mon Nov 29 23:58:25 +0000 2021	1.46547e+18	-	CY	0	@SatOShea @Dennis_Porter_ There’s also no nuance to the fact that the vaccine companies are being omitted of liability and tax payer money is making them billions + policy is removing bodily autonomy inspite of the other fact- Pfizer is the culprit of the largest corporate criminal settlement in history.
296	Mon Nov 29 23:59:00 +0000 2021	1.46547e+18	-	CV	1	@maxbiaggi30 Our transmission rates have skyrocketed since we've come close to full vaccination. It appears the vaccines provide nothing more than a false sense of security.
300	Mon Nov 29 23:58:46 +0000 2021	1.46547e+18	-	CP	0	"Omicron expected to arrive in NYC, COVID masks should be worn indoors ‘at all times,’ city’s top doctor says  https://t.co/9JvcCdszKX  The Sky Is Falling! The Sky Is Falling!!"
301	Mon Nov 29 23:58:59 +0000 2021	1.46547e+18	-	CY	0	@jhops771 @AlpineKen @mkolken bullshit. 100% bullshit. the number of covid deaths tracks PERFECTLY to the anomaly in the deathcount in the us last year. did people have other conditions when they died of covid? maybe yes. would they still be alive today without covid? most likely.
302	Mon Nov 29 23:57:25 +0000 2021	1.46547e+18	-	CL	0	Bill Gates Charged with Murder for COVID-19 Vaccine Death in India’s High Court – Death Penalty Sought https://t.co/0o2ZM8nlGv
303	Mon Nov 29 23:57:00 +0000 2021	1.46547e+18	-	CV	1	@phoebelu Shouldn’t even be a debate. No vaccination…no transplant.  Heck…no treatment at all. Science deniers sure run for medical science when they are affected. https://t.co/uTS9R3jzYE
324	Mon Nov 29 23:59:15 +0000 2021	1.46547e+18	-	CL	0	"@RonnyJacksonTX Lol, South Africa is trying to interfere with our elections for the democrats? Even if what you say were remotely true, (a year in advance🤣) safety first is better than a Trump take, which is, get out and vote for GOP &amp; then you can get covid and die b/c we don’t care about you."
337	Mon Nov 29 23:56:39 +0000 2021	1.46547e+18	-	PL	0	I got covid.
384	Mon Nov 29 23:54:33 +0000 2021	1.46547e+18	-	CV	7	@PureJai_ @222sally @POTUS That’s https://t.co/9ICjVFwF7b son’s basketball team traveled &amp; every child that wasn’t vaccinated got Covid pretty darn badly at age 14. Those vaccinated didn’t get it at all. There were 13 players and only 6 were vaccinated.The other 7 got the vaccine as soon as they were well!
395	Mon Nov 29 23:57:31 +0000 2021	1.46547e+18	-	CL	0	"@wbz @HagerWBZ @CNN @MSNBC @FOXNEWS Sadly, U.S. is closing in on 3 years of the deadly Trump Virus with dishonorable @SenateGOP @HouseGOP Republicans disavowing THEY were first in line for Covid Shots and still spinelessly discouraging their gullible 'Red Hats' not to vaccinate! Criminal @GOP!! https://t.co/83ovmUNZoy"
402	Mon Nov 29 23:55:30 +0000 2021	1.46547e+18	-	CT	0	"When you can't convince them with COVID throw a scarier name at them, Omicron variant The only variant is that those who are NOT vax/masked are healthy mentally and physically-the rest are graphene oxidized AI https://t.co/hXa49wY4Ox"
403	Mon Nov 29 23:55:27 +0000 2021	1.46547e+18	-	CS	0	Misrepresentation of statistics..? Colour me shocked..  #Omicron #OmicronVariant #covidvariant #COVID19 #coronavirus https://t.co/bvH3JJv1Yy https://t.co/DGSs7ORdqE
410	Mon Nov 29 23:55:05 +0000 2021	1.46547e+18	-	CL	1	"Why did Biden Administration throw away over 40,000 unused doses  of Coronavirus Vaccine that became outdated instead of donating them to other nations before expiration Is this part of “Biden Plan”?Now 100k more dead than last year Total Failure"
420	Mon Nov 29 23:58:23 +0000 2021	1.46547e+18	-	CY	71	@POTUS Please stop paying for the COVID-related health care of those not vaccinated by choice.
425	Mon Nov 29 23:57:35 +0000 2021	1.46547e+18	-	CL	1	"@NickMira110 @Communigirl @POTUS I know right? Remember when he was arrested on that yacht of that Chinese billionaire?  Oh wait no, that was Trump's strategist Steve Bannon.  Remember when Biden praised Xi for his ""transparency"" as COVID raged through the US? Oh wait, that was Trump!  https://t.co/VNzX55Pup8"
430	Mon Nov 29 23:58:18 +0000 2021	1.46547e+18	-	CL	0	"@ltgrusselhonore @POTUS @CDCgov @JoeNBC @WHCOS @MSNBC @CNN @CBSNews @ABC Poetic Justice may come to China.   If the Omicron version of Covid shuts down the 2022 Olympics, it will show China you don’t hide information from the World because it will come back haunt you."
447	Mon Nov 29 23:58:47 +0000 2021	1.46547e+18	-	CP	2	@denniallen I note several who marched last weekend now with COVID. How stupid are these people- marching close together with no masks and many unvaccinated. It’s like a mass attempt at suicide. Only trouble is they may infect innocent people.
454	Mon Nov 29 23:54:40 +0000 2021	1.46547e+18	-	CL	0	@RNCResearch @GOP Trump shutting down the coronavirus: https://t.co/WlXgR4Q7lb
469	Mon Nov 29 23:59:36 +0000 2021	1.46547e+18	-	CT	0	@ndtv Wating a day discovering the zulu varient and end of the covid era! Fucked from alpha ~zulu hysteria !
471	Mon Nov 29 23:59:56 +0000 2021	1.46547e+18	-	CL	1	"@williambrady12x @POTUS Hypothermia, COVID. I see the correlation"
476	Mon Nov 29 23:56:38 +0000 2021	1.46547e+18	-	CL	1	WATCH OUT FOR ONLINE VOTING EXPANSION:? Here we go again! Democrats are getting ready to rig &amp; to cheat the election! They’re not letting a good covid crisis go to waste.  @SteveSebelius @rgj  @SarahAshtonLV #RJNow @lasvegassun @jjauthor @blakeapgar @meganmesserly @reviewjournal https://t.co/OcJPziKCs5
480	Mon Nov 29 23:54:54 +0000 2021	1.46547e+18	-	CT	0	"GENEVA (AP) — The World Health Organization warned Monday that the global risk from the omicron variant is “very high” based on the early evidence, saying the mutated coronavirus could lead to surges with “severe consequences.” https://t.co/3F0eGIVCBX"
491	Mon Nov 29 23:59:40 +0000 2021	1.46547e+18	-	CS	2	"The sad reality of this virus 🦠  ▪️More than 775,000 people in the 🇺🇸  have died from COVID-19. ▪️Left behind are tens of thousands of children — some orphaned entirely — after the parent or grandparent who cared for them died 🥲🥲   https://t.co/h4JNrDdTMH"
496	Mon Nov 29 23:56:44 +0000 2021	1.46547e+18	-	CT	218	New variant to be blamed for heart symptoms occurring due to jabs https://t.co/D8Mhd48sya
499	Mon Nov 29 23:54:34 +0000 2021	1.46547e+18	-	CV	0	"@lezzlemynezzle @BGHokie01 @leballonrogue @Acyn Relative immunity is not something I've been following, and I've no comment on the merit or applicability of those Israeli studies. Natural immunity implies infection, so it isn't a strategy to seek, but its effectiveness does merit consideration regarding vaccination mandates."
1	Tue Nov 30 23:55:54 +0000 2021	1.46583e+18	-	CV	1	"Too little too late.  A 40-Year-Old Woman Died of COVID After Her Daughter, Who Works in Health Care, 'Begged' Her to Get Vaccinated https://t.co/VhPaLGDfWc"
3	Tue Nov 30 23:56:49 +0000 2021	1.46583e+18	-	PL	2	@AdelNotAdele @fnveenie Draft has always my favourite hockey day of the year. Before Covid I would drag people to my house that don’t even follow hockey to “party”.
8	Tue Nov 30 23:58:18 +0000 2021	1.46583e+18	-	CS	0	I need to buy these plane tickets but this new variant gotta chill 😩  And my coworker just took his babies to Florida now they both have Covid 😢 I’m nervous af
15	Tue Nov 30 23:56:34 +0000 2021	1.46583e+18	-	CS	0	@therealayushg Westbrook was injured and got covid when it mattered***
21	Tue Nov 30 23:59:28 +0000 2021	1.46583e+18	-	CV	1	I'm vaccinated but she's not eligible for vaccination just yet. Fuck. And here I've been ignoring my sore throat/cough/fatigue.
27	Tue Nov 30 23:56:53 +0000 2021	1.46583e+18	-	CY	0	Amazon faces new pressure over COVID protections in warehouses 👉Claim Your Exclusive Music Offer From Tibet Ellor 👉 https://t.co/cHXY4hx6HT  https://t.co/aJWjYibXBg
28	Tue Nov 30 23:55:16 +0000 2021	1.46583e+18	-	CS	0	Niggas still getting Covid at my job. Daily.
29	Tue Nov 30 23:58:09 +0000 2021	1.46583e+18	-	CP	0	My king said we not resting during covid season. https://t.co/ygkZSvyfjU
31	Tue Nov 30 23:59:15 +0000 2021	1.46583e+18	-	CV	5	Covid shot #3 sucks. I feel like crap. Maybe less bad next booster? Probably not.
35	Tue Nov 30 23:56:03 +0000 2021	1.46583e+18	-	CV	1	@cnnbrk 14 yr old girl has died 1 month after receiving her second Pfizer COVID-19 vaccine. Majda El Azrak got her second shot on 08/17suffered a severe headache the next day.She was hospitalized on 08/19where she slipped into a coma several hours later died on 09/13  now ainvestigation
39	Tue Nov 30 23:59:34 +0000 2021	1.46583e+18	-	CS	0	@LakersNation If he would to have covid and the team traveled then why isn’t the game postponed unless it’s just a close contact
48	Tue Nov 30 23:57:03 +0000 2021	1.46583e+18	-	PL	8	"If this is COVID, this sucks a zillion times more than chemo. I want my mom."
49	Tue Nov 30 23:59:58 +0000 2021	1.46583e+18	-	PL	2	"@WOLF_Financial Back when I was coaching youth robotics there weren't many charities dedicated exclusively to supporting teams, so we started our own 501c3.  Our teams lost a season to Covid, but we're back on the mend and the next school year should be awesome!"
50	Tue Nov 30 23:58:36 +0000 2021	1.46583e+18	-	CT	0	S&amp;P/TSX composite down more than 480 points amid renewed COVID-19 variant fears https://t.co/Sa2vCMi9E6
58	Tue Nov 30 23:57:39 +0000 2021	1.46583e+18	-	CV	0	"@BretBaier Outrageous behavior and punishment the Navy is imposing on 11 year active serviceman for refusing vaccination - DISHONORABLE DISCHARGE!  The our MILITARY hasn't won a war since WWII and, rather than being Military Warriors, the leadership is now Social Justice PUNKS!"
65	Tue Nov 30 23:57:36 +0000 2021	1.46583e+18	-	CY	1	Bruh lebron got covid💀
